type,price,timestamp
resistance,71700.0,2026-02-06 23:00:00
resistance,90141.4,2026-01-28 11:00:00
support,89275.0,2026-01-28 11:00:00
resistance,90485.6,2026-01-28 13:00:00
support,88854.2,2026-01-28 15:00:00
resistance,90599.3,2026-01-28 17:00:00
support,88830.3,2026-01-28 21:00:00
support,88507.8,2026-01-29 01:00:00
support,87650.1,2026-01-29 02:00:00
support,86965.0,2026-01-29 14:00:00
support,84331.5,2026-01-29 15:00:00
support,84222.1,2026-01-29 16:00:00
support,83930.1,2026-01-29 17:00:00
support,83354.8,2026-01-29 18:00:00
support,83302.4,2026-01-29 19:00:00
support,80918.1,2026-01-30 01:00:00
support,80770.9,2026-01-31 14:00:00
support,80040.0,2026-01-31 16:00:00
support,78056.4,2026-01-31 17:00:00
support,75658.0,2026-01-31 18:00:00
support,76732.0,2026-02-01 15:00:00
support,76562.0,2026-02-01 20:00:00
support,76320.0,2026-02-01 21:00:00
support,75671.5,2026-02-01 23:00:00
support,74569.6,2026-02-02 03:00:00
resistance,78838.0,2026-02-02 14:00:00
resistance,79321.8,2026-02-02 15:00:00
support,77124.7,2026-02-03 14:00:00
support,77014.2,2026-02-03 15:00:00
support,76440.3,2026-02-03 16:00:00
support,74823.6,2026-02-03 17:00:00
support,73117.6,2026-02-03 18:00:00
support,72912.6,2026-02-03 19:00:00
support,73751.3,2026-02-04 15:00:00
support,73038.4,2026-02-04 16:00:00
support,72123.4,2026-02-04 17:00:00
support,71818.8,2026-02-04 22:00:00
support,71270.9,2026-02-05 02:00:00
support,71111.0,2026-02-05 03:00:00
support,70624.4,2026-02-05 04:00:00
support,70100.0,2026-02-05 05:00:00
support,69876.0,2026-02-05 11:00:00
support,69110.8,2026-02-05 12:00:00
support,66666.0,2026-02-05 15:00:00
support,66123.0,2026-02-05 17:00:00
support,65354.5,2026-02-05 18:00:00
support,65150.1,2026-02-05 19:00:00
support,62225.5,2026-02-05 20:00:00
support,59909.0,2026-02-06 00:00:00
resistance,67700.0,2026-02-06 13:00:00
resistance,68602.0,2026-02-06 14:00:00
resistance,69162.0,2026-02-06 15:00:00
resistance,70200.0,2026-02-06 16:00:00
resistance,71475.6,2026-02-06 17:00:00
resistance,71535.0,2026-02-06 22:00:00
resistance,71700.0,2026-02-06 23:00:00
resistance,90141.4,2026-01-28 11:00:00
support,89275.0,2026-01-28 11:00:00
resistance,90485.6,2026-01-28 13:00:00
support,88854.2,2026-01-28 15:00:00
resistance,90599.3,2026-01-28 17:00:00
support,88830.3,2026-01-28 21:00:00
support,88507.8,2026-01-29 01:00:00
support,87650.1,2026-01-29 02:00:00
support,86965.0,2026-01-29 14:00:00
support,84331.5,2026-01-29 15:00:00
support,84222.1,2026-01-29 16:00:00
support,83930.1,2026-01-29 17:00:00
support,83354.8,2026-01-29 18:00:00
support,83302.4,2026-01-29 19:00:00
support,80918.1,2026-01-30 01:00:00
support,80770.9,2026-01-31 14:00:00
support,80040.0,2026-01-31 16:00:00
support,78056.4,2026-01-31 17:00:00
support,75658.0,2026-01-31 18:00:00
support,76732.0,2026-02-01 15:00:00
support,76562.0,2026-02-01 20:00:00
support,76320.0,2026-02-01 21:00:00
support,75671.5,2026-02-01 23:00:00
support,74569.6,2026-02-02 03:00:00
resistance,78838.0,2026-02-02 14:00:00
resistance,79321.8,2026-02-02 15:00:00
support,77124.7,2026-02-03 14:00:00
support,77014.2,2026-02-03 15:00:00
support,76440.3,2026-02-03 16:00:00
support,74823.6,2026-02-03 17:00:00
support,73117.6,2026-02-03 18:00:00
support,72912.6,2026-02-03 19:00:00
support,73751.3,2026-02-04 15:00:00
support,73038.4,2026-02-04 16:00:00
support,72123.4,2026-02-04 17:00:00
support,71818.8,2026-02-04 22:00:00
support,71270.9,2026-02-05 02:00:00
support,71111.0,2026-02-05 03:00:00
support,70624.4,2026-02-05 04:00:00
support,70100.0,2026-02-05 05:00:00
support,69876.0,2026-02-05 11:00:00
support,69110.8,2026-02-05 12:00:00
support,66666.0,2026-02-05 15:00:00
support,66123.0,2026-02-05 17:00:00
support,65354.5,2026-02-05 18:00:00
support,65150.1,2026-02-05 19:00:00
support,62225.5,2026-02-05 20:00:00
support,59909.0,2026-02-06 00:00:00
resistance,67700.0,2026-02-06 13:00:00
resistance,68602.0,2026-02-06 14:00:00
resistance,69162.0,2026-02-06 15:00:00
resistance,70200.0,2026-02-06 16:00:00
resistance,71475.6,2026-02-06 17:00:00
resistance,71535.0,2026-02-06 22:00:00
resistance,71700.0,2026-02-06 23:00:00
resistance,90485.6,2026-01-28 13:00:00
support,88854.2,2026-01-28 15:00:00
resistance,90599.3,2026-01-28 17:00:00
support,88830.3,2026-01-28 21:00:00
support,88507.8,2026-01-29 01:00:00
support,87650.1,2026-01-29 02:00:00
support,86965.0,2026-01-29 14:00:00
support,84331.5,2026-01-29 15:00:00
support,84222.1,2026-01-29 16:00:00
support,83930.1,2026-01-29 17:00:00
support,83354.8,2026-01-29 18:00:00
support,83302.4,2026-01-29 19:00:00
support,80918.1,2026-01-30 01:00:00
support,80770.9,2026-01-31 14:00:00
support,80040.0,2026-01-31 16:00:00
support,78056.4,2026-01-31 17:00:00
support,75658.0,2026-01-31 18:00:00
support,76732.0,2026-02-01 15:00:00
support,76562.0,2026-02-01 20:00:00
support,76320.0,2026-02-01 21:00:00
support,75671.5,2026-02-01 23:00:00
support,74569.6,2026-02-02 03:00:00
resistance,78838.0,2026-02-02 14:00:00
resistance,79321.8,2026-02-02 15:00:00
support,77124.7,2026-02-03 14:00:00
support,77014.2,2026-02-03 15:00:00
support,76440.3,2026-02-03 16:00:00
support,74823.6,2026-02-03 17:00:00
support,73117.6,2026-02-03 18:00:00
support,72912.6,2026-02-03 19:00:00
support,73751.3,2026-02-04 15:00:00
support,73038.4,2026-02-04 16:00:00
support,72123.4,2026-02-04 17:00:00
support,71818.8,2026-02-04 22:00:00
support,71270.9,2026-02-05 02:00:00
support,71111.0,2026-02-05 03:00:00
support,70624.4,2026-02-05 04:00:00
support,70100.0,2026-02-05 05:00:00
support,69876.0,2026-02-05 11:00:00
support,69110.8,2026-02-05 12:00:00
support,66666.0,2026-02-05 15:00:00
support,66123.0,2026-02-05 17:00:00
support,65354.5,2026-02-05 18:00:00
support,65150.1,2026-02-05 19:00:00
support,62225.5,2026-02-05 20:00:00
support,59909.0,2026-02-06 00:00:00
resistance,67700.0,2026-02-06 13:00:00
resistance,68602.0,2026-02-06 14:00:00
resistance,69162.0,2026-02-06 15:00:00
resistance,70200.0,2026-02-06 16:00:00
resistance,71475.6,2026-02-06 17:00:00
resistance,71535.0,2026-02-06 22:00:00
resistance,71700.0,2026-02-06 23:00:00
resistance,90485.6,2026-01-28 13:00:00
support,89404.9,2026-01-28 14:00:00
support,88854.2,2026-01-28 15:00:00
resistance,90599.3,2026-01-28 17:00:00
support,88830.3,2026-01-28 21:00:00
support,88507.8,2026-01-29 01:00:00
support,87650.1,2026-01-29 02:00:00
support,86965.0,2026-01-29 14:00:00
support,84331.5,2026-01-29 15:00:00
support,84222.1,2026-01-29 16:00:00
support,83930.1,2026-01-29 17:00:00
support,83354.8,2026-01-29 18:00:00
support,83302.4,2026-01-29 19:00:00
support,80918.1,2026-01-30 01:00:00
support,80770.9,2026-01-31 14:00:00
support,80040.0,2026-01-31 16:00:00
support,78056.4,2026-01-31 17:00:00
support,75658.0,2026-01-31 18:00:00
support,76732.0,2026-02-01 15:00:00
support,76562.0,2026-02-01 20:00:00
support,76320.0,2026-02-01 21:00:00
support,75671.5,2026-02-01 23:00:00
support,74569.6,2026-02-02 03:00:00
resistance,78838.0,2026-02-02 14:00:00
resistance,79321.8,2026-02-02 15:00:00
support,77124.7,2026-02-03 14:00:00
support,77014.2,2026-02-03 15:00:00
support,76440.3,2026-02-03 16:00:00
support,74823.6,2026-02-03 17:00:00
support,73117.6,2026-02-03 18:00:00
support,72912.6,2026-02-03 19:00:00
support,73751.3,2026-02-04 15:00:00
support,73038.4,2026-02-04 16:00:00
support,72123.4,2026-02-04 17:00:00
support,71818.8,2026-02-04 22:00:00
support,71270.9,2026-02-05 02:00:00
support,71111.0,2026-02-05 03:00:00
support,70624.4,2026-02-05 04:00:00
support,70100.0,2026-02-05 05:00:00
support,69876.0,2026-02-05 11:00:00
support,69110.8,2026-02-05 12:00:00
support,66666.0,2026-02-05 15:00:00
support,66123.0,2026-02-05 17:00:00
support,65354.5,2026-02-05 18:00:00
support,65150.1,2026-02-05 19:00:00
support,62225.5,2026-02-05 20:00:00
support,59909.0,2026-02-06 00:00:00
resistance,67700.0,2026-02-06 13:00:00
resistance,68602.0,2026-02-06 14:00:00
resistance,69162.0,2026-02-06 15:00:00
resistance,70200.0,2026-02-06 16:00:00
resistance,71475.6,2026-02-06 17:00:00
resistance,71535.0,2026-02-06 22:00:00
resistance,71700.0,2026-02-06 23:00:00
resistance,90485.6,2026-01-28 13:00:00
support,89404.9,2026-01-28 14:00:00
support,88854.2,2026-01-28 15:00:00
resistance,90599.3,2026-01-28 17:00:00
support,88830.3,2026-01-28 21:00:00
support,88507.8,2026-01-29 01:00:00
support,87650.1,2026-01-29 02:00:00
support,86965.0,2026-01-29 14:00:00
support,84331.5,2026-01-29 15:00:00
support,84222.1,2026-01-29 16:00:00
support,83930.1,2026-01-29 17:00:00
support,83354.8,2026-01-29 18:00:00
support,83302.4,2026-01-29 19:00:00
support,80918.1,2026-01-30 01:00:00
support,80770.9,2026-01-31 14:00:00
support,80040.0,2026-01-31 16:00:00
support,78056.4,2026-01-31 17:00:00
support,75658.0,2026-01-31 18:00:00
support,76732.0,2026-02-01 15:00:00
support,76562.0,2026-02-01 20:00:00
support,76320.0,2026-02-01 21:00:00
support,75671.5,2026-02-01 23:00:00
support,74569.6,2026-02-02 03:00:00
resistance,78838.0,2026-02-02 14:00:00
resistance,79321.8,2026-02-02 15:00:00
support,77124.7,2026-02-03 14:00:00
support,77014.2,2026-02-03 15:00:00
support,76440.3,2026-02-03 16:00:00
support,74823.6,2026-02-03 17:00:00
support,73117.6,2026-02-03 18:00:00
support,72912.6,2026-02-03 19:00:00
support,73751.3,2026-02-04 15:00:00
support,73038.4,2026-02-04 16:00:00
support,72123.4,2026-02-04 17:00:00
support,71818.8,2026-02-04 22:00:00
support,71270.9,2026-02-05 02:00:00
support,71111.0,2026-02-05 03:00:00
support,70624.4,2026-02-05 04:00:00
support,70100.0,2026-02-05 05:00:00
support,69876.0,2026-02-05 11:00:00
support,69110.8,2026-02-05 12:00:00
support,66666.0,2026-02-05 15:00:00
support,66123.0,2026-02-05 17:00:00
support,65354.5,2026-02-05 18:00:00
support,65150.1,2026-02-05 19:00:00
support,62225.5,2026-02-05 20:00:00
support,59909.0,2026-02-06 00:00:00
resistance,67700.0,2026-02-06 13:00:00
resistance,68602.0,2026-02-06 14:00:00
resistance,69162.0,2026-02-06 15:00:00
resistance,70200.0,2026-02-06 16:00:00
resistance,71475.6,2026-02-06 17:00:00
resistance,71535.0,2026-02-06 22:00:00
resistance,71700.0,2026-02-06 23:00:00
resistance,90485.6,2026-01-28 13:00:00
support,89404.9,2026-01-28 14:00:00
support,88854.2,2026-01-28 15:00:00
resistance,90599.3,2026-01-28 17:00:00
support,88830.3,2026-01-28 21:00:00
support,88507.8,2026-01-29 01:00:00
support,87650.1,2026-01-29 02:00:00
support,86965.0,2026-01-29 14:00:00
support,84331.5,2026-01-29 15:00:00
support,84222.1,2026-01-29 16:00:00
support,83930.1,2026-01-29 17:00:00
support,83354.8,2026-01-29 18:00:00
support,83302.4,2026-01-29 19:00:00
support,80918.1,2026-01-30 01:00:00
support,80770.9,2026-01-31 14:00:00
support,80040.0,2026-01-31 16:00:00
support,78056.4,2026-01-31 17:00:00
support,75658.0,2026-01-31 18:00:00
support,76732.0,2026-02-01 15:00:00
support,76562.0,2026-02-01 20:00:00
support,76320.0,2026-02-01 21:00:00
support,75671.5,2026-02-01 23:00:00
support,74569.6,2026-02-02 03:00:00
resistance,78838.0,2026-02-02 14:00:00
resistance,79321.8,2026-02-02 15:00:00
support,77124.7,2026-02-03 14:00:00
support,77014.2,2026-02-03 15:00:00
support,76440.3,2026-02-03 16:00:00
support,74823.6,2026-02-03 17:00:00
support,73117.6,2026-02-03 18:00:00
support,72912.6,2026-02-03 19:00:00
support,73751.3,2026-02-04 15:00:00
support,73038.4,2026-02-04 16:00:00
support,72123.4,2026-02-04 17:00:00
support,71818.8,2026-02-04 22:00:00
support,71270.9,2026-02-05 02:00:00
support,71111.0,2026-02-05 03:00:00
support,70624.4,2026-02-05 04:00:00
support,70100.0,2026-02-05 05:00:00
support,69876.0,2026-02-05 11:00:00
support,69110.8,2026-02-05 12:00:00
support,66666.0,2026-02-05 15:00:00
support,66123.0,2026-02-05 17:00:00
support,65354.5,2026-02-05 18:00:00
support,65150.1,2026-02-05 19:00:00
support,62225.5,2026-02-05 20:00:00
support,59909.0,2026-02-06 00:00:00
resistance,67700.0,2026-02-06 13:00:00
resistance,68602.0,2026-02-06 14:00:00
resistance,69162.0,2026-02-06 15:00:00
resistance,70200.0,2026-02-06 16:00:00
resistance,71475.6,2026-02-06 17:00:00
resistance,71535.0,2026-02-06 22:00:00
resistance,71700.0,2026-02-06 23:00:00
support,89404.9,2026-01-28 14:00:00
support,88854.2,2026-01-28 15:00:00
resistance,90599.3,2026-01-28 17:00:00
support,88830.3,2026-01-28 21:00:00
support,88507.8,2026-01-29 01:00:00
support,87650.1,2026-01-29 02:00:00
support,86965.0,2026-01-29 14:00:00
support,84331.5,2026-01-29 15:00:00
support,84222.1,2026-01-29 16:00:00
support,83930.1,2026-01-29 17:00:00
support,83354.8,2026-01-29 18:00:00
support,83302.4,2026-01-29 19:00:00
support,80918.1,2026-01-30 01:00:00
support,80770.9,2026-01-31 14:00:00
support,80040.0,2026-01-31 16:00:00
support,78056.4,2026-01-31 17:00:00
support,75658.0,2026-01-31 18:00:00
support,76732.0,2026-02-01 15:00:00
support,76562.0,2026-02-01 20:00:00
support,76320.0,2026-02-01 21:00:00
support,75671.5,2026-02-01 23:00:00
support,74569.6,2026-02-02 03:00:00
resistance,78838.0,2026-02-02 14:00:00
resistance,79321.8,2026-02-02 15:00:00
support,77124.7,2026-02-03 14:00:00
support,77014.2,2026-02-03 15:00:00
support,76440.3,2026-02-03 16:00:00
support,74823.6,2026-02-03 17:00:00
support,73117.6,2026-02-03 18:00:00
support,72912.6,2026-02-03 19:00:00
support,73751.3,2026-02-04 15:00:00
support,73038.4,2026-02-04 16:00:00
support,72123.4,2026-02-04 17:00:00
support,71818.8,2026-02-04 22:00:00
support,71270.9,2026-02-05 02:00:00
support,71111.0,2026-02-05 03:00:00
support,70624.4,2026-02-05 04:00:00
support,70100.0,2026-02-05 05:00:00
support,69876.0,2026-02-05 11:00:00
support,69110.8,2026-02-05 12:00:00
support,66666.0,2026-02-05 15:00:00
support,66123.0,2026-02-05 17:00:00
support,65354.5,2026-02-05 18:00:00
support,65150.1,2026-02-05 19:00:00
support,62225.5,2026-02-05 20:00:00
support,59909.0,2026-02-06 00:00:00
resistance,67700.0,2026-02-06 13:00:00
resistance,68602.0,2026-02-06 14:00:00
resistance,69162.0,2026-02-06 15:00:00
resistance,70200.0,2026-02-06 16:00:00
resistance,71475.6,2026-02-06 17:00:00
resistance,71535.0,2026-02-06 22:00:00
resistance,71700.0,2026-02-06 23:00:00
